City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,new plymouth,-39.0667,174.0833,14.34,95,46,2.88,NZ,1684857708
282,arraial do cabo,-22.9661,-42.0278,25.98,65,75,5.14,BR,1684857709
283,ellsworth,44.5434,-68.4195,19.51,56,0,2.06,US,1684857709
284,sirte,31.2089,16.5887,20.91,70,89,8.48,LY,1684857709
285,crane,31.3974,-102.3501,27.13,39,0,5.55,US,1684857709
286,morada nova,-5.1067,-38.3725,30.74,53,99,4.4,BR,1684857715
287,harstad,68.799,16.5293,7.66,98,100,4.02,NO,1684857715
288,illapel,-31.6308,-71.1653,19.32,42,100,2.55,CL,1684857720
289,nchelenge,-9.3451,28.734,25.02,65,69,0.95,ZM,1684857721
290,jwaneng,-24.6004,24.7303,20.74,19,1,2.93,BW,1684857723
291,aasiaat,68.7098,-52.8699,-2.36,80,100,8.79,GL,1684857725
292,waddan,29.1614,16.139,34.92,9,98,5.98,LY,1684857727
293,celestun,20.8667,-90.4,29.05,62,20,1.92,MX,1684857728
294,andovoranto,-18.95,49.1,22.88,88,6,2.27,MG,1684857729
295,marand,38.4329,45.7749,20.52,42,31,1.4,IR,1684857730
296,chake chake,-5.2459,39.7666,24.93,84,7,3.14,TZ,1684857731
297,partur,19.6,76.2167,37.91,19,81,3.66,IN,1684857734
298,port alfred,-33.5906,26.891,16.21,73,13,3.53,ZA,1684857735
299,dwarka,22.2394,68.9678,28.63,83,28,7.84,IN,1684857736
300,levuka,50.1834,-105.4011,19.85,68,75,6.17,CA,1684857737
301,emerald,-23.5333,148.1667,11.3,52,0,2.8,AU,1684857738
302,yanbu,24.0891,38.0637,35.02,28,0,6.69,SA,1684857739
303,kourou,5.1552,-52.6478,31.03,77,87,3.06,GF,1684857740
304,lorengau,-2.0226,147.2712,26.69,87,100,8.58,PG,1684857742
305,the pas,53.8251,-101.2541,8.01,53,75,7.2,CA,1684857744
306,kapuskasing,49.4169,-82.4331,16.05,59,100,6.69,CA,1684857745
307,shibetsu,43.659,145.132,3.83,89,48,3.63,JP,1684857746
308,gracias,14.5833,-88.5833,26.81,39,66,1.76,HN,1684857747
309,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,94,40,3.09,BR,1684857749
310,colby,39.3958,-101.0524,17.95,60,47,4.3,US,1684857751
311,ingeniero jacobacci,-41.3427,-69.5448,8.28,41,1,11.64,AR,1684857752
312,calabozo,8.9242,-67.4293,28.55,64,98,3.7,VE,1684857753
313,pamandzi,-12.7967,45.2794,26.88,74,0,5.14,YT,1684857755
314,coquimbo,-29.9533,-71.3436,17.85,51,0,4.63,CL,1684857757
315,sola,-13.8833,167.55,26.72,81,92,9.19,VU,1684857758
316,kavieng,-2.5744,150.7967,26.88,85,99,4.89,PG,1684857760
317,mana,5.6592,-53.7767,28.23,79,99,2.89,GF,1684857761
318,fale old settlement,-9.3852,-171.2468,28.01,72,29,4.55,TK,1684857762
319,guerrero negro,27.9769,-114.0611,17.81,68,89,5.3,MX,1684857762
320,kroya,-7.6331,109.2461,25.02,81,21,1.89,ID,1684857763
321,mahina,-17.5065,-149.489,25.87,83,20,6.17,PF,1684857764
322,barranca,-10.75,-77.7667,22.99,75,99,3.09,PE,1684857765
323,juticalpa,14.65,-86.2,33.08,37,58,0.53,HN,1684857765
324,daru,-9.0763,143.2092,25.71,78,100,7.6,PG,1684857766
325,tarko-sale,64.9225,77.785,4.23,76,50,5.77,RU,1684857766
326,isieke,6.3783,8.0352,31.37,63,92,1.92,NG,1684857767
327,katsuren-haebaru,26.3369,127.8719,22.01,77,6,5.24,JP,1684857767
328,muynoq,43.7683,59.0214,23.62,39,83,7.99,UZ,1684857768
329,tofol,5.3248,163.0078,28.49,79,98,7.39,FM,1684857768
330,sultanpur,26.2667,82.0667,38.32,17,33,2.67,IN,1684857768
331,monaragala,6.8714,81.3487,24.79,88,15,2.2,LK,1684857769
332,znamenskoye,57.1281,73.8282,14.4,46,29,2.58,RU,1684857769
333,gaspe,48.8334,-64.4819,11.12,50,0,5.66,CA,1684857604
334,nivala,63.9167,24.9667,14.27,87,100,2.47,FI,1684857770
335,aurad,18.25,77.4333,34.19,29,63,5.85,IN,1684857770
336,kirensk,57.7853,108.1119,7.25,82,100,1.61,RU,1684857770
337,yadrin,55.9405,46.2062,18.72,63,99,3.87,RU,1684857771
338,sinop,41.7711,34.8709,12.24,98,93,1.82,TR,1684857771
339,rosarito,32.3333,-117.0333,16.38,82,85,2.85,MX,1684857618
340,touros,-5.1989,-35.4608,29.6,62,64,8.06,BR,1684857738
341,saint-joseph,-21.3667,55.6167,23.21,80,97,1.55,RE,1684857777
342,haiku-pauwela,20.9219,-156.3051,23.91,71,23,2.24,US,1684857777
343,songadh,21.1667,73.5667,29.47,58,1,4.63,IN,1684857777
344,yabelo,4.8833,38.0833,16.44,85,79,3.8,ET,1684857777
345,eastham,41.8301,-69.9739,16.71,66,0,2.68,US,1684857778
346,kyabe,9.4515,18.9449,34.69,32,95,2.79,TD,1684857778
347,gobabis,-22.45,18.9667,23.81,17,0,1.48,NA,1684857778
348,riviere-du-loup,47.8304,-69.5342,13.15,33,69,2.57,CA,1684857559
349,shimoda,34.6667,138.95,12.84,88,100,3.15,JP,1684857779
350,kalghatgi,15.1833,74.9667,24.62,74,30,6.25,IN,1684857779
351,melfi,40.9965,15.6514,18.05,70,76,2.11,IT,1684857779
352,smithers,54.7804,-127.1743,10.18,66,75,5.14,CA,1684857352
353,saint-francois,46.4154,3.9054,19.69,68,100,6.69,FR,1684857695
354,bereket,39.2446,55.5154,34.82,19,0,2.88,TM,1684857780
355,koupela,12.1794,-0.3517,36.92,32,69,2.38,BF,1684857780
356,san julian,21.0167,-102.1667,24.12,32,3,2.38,MX,1684857781
357,ceres,37.5949,-120.9577,20.12,54,82,2.33,US,1684857608
358,richards bay,-28.783,32.0377,19.27,76,30,5.23,ZA,1684857781
359,aghajari,30.7006,49.8315,40.12,13,0,5.14,IR,1684857782
360,timimoun,29.2639,0.231,33.21,9,0,1.54,DZ,1684857784
361,martins ferry,40.0959,-80.7245,25.18,43,0,4.12,US,1684857785
362,qaqortoq,60.7167,-46.0333,0.93,77,31,10.6,GL,1684857786
363,zongolica,18.6667,-96.9833,26.59,49,9,2.3,MX,1684857789
364,west bay,19.3667,-81.4167,31.11,69,40,2.06,KY,1684857790
365,porto recanati,43.4365,13.6613,25.54,69,0,2.47,IT,1684857791
366,papao,-17.75,-149.55,25.82,83,49,4.96,PF,1684857792
367,toliara,-23.35,43.6667,21.6,57,0,5.84,MG,1684857794
368,hauterive,46.0901,3.4459,17.42,82,94,3.36,FR,1684857795
369,sao joao da barra,-21.6403,-41.0511,27.05,75,100,3.0,BR,1684857795
370,buala,-8.145,159.5921,26.34,80,91,1.16,SB,1684857796
371,salinopolis,-0.6136,-47.3561,30.53,64,36,1.88,BR,1684857797
372,ulsteinvik,62.3432,5.8487,13.84,69,14,3.58,NO,1684857799
373,thane,19.2,72.9667,29.95,74,20,3.6,IN,1684857802
374,parauapebas,-6.0675,-49.9022,30.99,65,20,3.6,BR,1684857802
375,san juan,-31.5375,-68.5364,20.79,41,34,2.52,AR,1684857803
376,cedeira,43.6797,-8.0209,21.11,85,60,10.2,ES,1684857804
377,oum hadjer,13.2954,19.6966,41.97,14,42,1.38,TD,1684857648
378,faya-largeau,17.9257,19.1043,43.69,8,5,3.02,TD,1684857806
379,quatre cocos,-20.2078,57.7625,25.06,76,15,3.11,MU,1684857807
380,chibougamau,49.9168,-74.3659,16.79,39,75,11.83,CA,1684857808
381,betio village,1.358,172.9211,25.02,93,100,2.03,KI,1684857809
382,boleslawiec,51.2642,15.5697,18.9,77,97,5.51,PL,1684857810
383,nema,57.5067,50.5011,19.93,58,86,1.47,RU,1684857812
384,siwa oasis,29.2041,25.5195,32.08,14,0,5.9,EG,1684857813
385,island harbour,50.724,-1.2758,19.0,57,100,1.34,GB,1684857814
386,kiunga,-6.1219,141.2906,22.99,94,100,1.13,PG,1684857814
387,pangody,65.85,74.4859,3.69,75,100,3.7,RU,1684857815
388,taroa,8.7058,171.2275,27.9,76,99,6.45,MH,1684857816
389,san patricio,28.017,-97.5169,30.51,61,0,2.56,US,1684857817
390,sandnessjoen,66.0217,12.6316,10.23,81,40,3.6,NO,1684857817
391,jamaame,0.0697,42.745,26.71,80,23,4.82,SO,1684857819
392,tangalle,6.024,80.7911,27.09,83,0,3.41,LK,1684857820
393,sassandra,4.95,-6.0833,29.52,70,97,2.72,CI,1684857821
394,yerofey pavlovich,53.9667,121.9667,7.81,94,100,2.2,RU,1684857822
395,floro,61.5996,5.0328,13.04,66,20,5.66,NO,1684857824
396,beruniy,41.6911,60.7525,26.98,28,0,4.12,UZ,1684857825
397,raub,3.7899,101.857,24.44,89,49,1.12,MY,1684857825
398,ust'-ilimsk,58.0006,102.6619,6.04,86,100,3.9,RU,1684857778
399,berdigestyakh,62.0989,126.6992,0.01,66,96,2.01,RU,1684857826
400,astravyets,54.6138,25.9554,20.14,63,83,1.32,BY,1684857826
401,vennesla,58.2694,7.9741,14.86,48,75,4.63,NO,1684857826
402,kharp,66.8014,65.8081,12.05,52,20,3.46,RU,1684857827
403,strezhevoy,60.7333,77.5889,13.85,58,71,5.1,RU,1684857827
404,minas de marcona,-15.2119,-75.1103,18.54,62,25,4.9,PE,1684857827
405,udachny,66.4167,112.4,1.92,80,89,2.98,RU,1684857828
406,opuwo,-18.0607,13.84,29.2,17,0,3.92,NA,1684857828
407,metlili chaamba,32.2667,3.6333,28.52,17,20,6.17,DZ,1684857828
408,new martinsville,39.6445,-80.8576,26.07,62,100,1.34,US,1684857829
409,revda,56.801,59.9303,18.71,44,94,0.8,RU,1684857829
410,yaren,-0.5472,166.916,27.99,74,100,3.3,NR,1684857829
411,dryden,49.7833,-92.7503,16.16,55,40,5.14,CA,1684857830
412,bengkulu,-3.8004,102.2655,25.27,84,76,1.74,ID,1684857830
413,otjimbingwe,-22.35,16.1333,28.56,15,0,4.14,NA,1684857830
414,yarmouth,41.7057,-70.2286,18.67,54,0,7.15,US,1684857831
415,kudymkar,59.0173,54.656,16.65,75,46,1.33,RU,1684857831
416,san pedro pochutla,15.7333,-96.4667,33.73,47,5,2.55,MX,1684857831
417,pizarro,4.9533,-77.366,27.36,82,100,1.79,CO,1684857832
418,bezhetsk,57.7851,36.6965,13.69,91,100,2.24,RU,1684857832
419,la sarre,48.8002,-79.1996,20.06,53,100,6.48,CA,1684857611
420,voskresenskoye,56.8381,45.4317,20.73,46,91,4.09,RU,1684857833
421,mossel bay,-34.1831,22.146,16.96,76,2,3.85,ZA,1684857833
422,brisas de zicatela,15.8369,-97.0419,31.29,70,0,2.57,MX,1684857834
423,nemuro,43.3236,145.575,4.6,85,81,7.12,JP,1684857834
424,murzuq,25.9155,13.9184,37.9,6,90,3.34,LY,1684857834
425,khandyga,62.6667,135.6,-0.16,81,22,1.23,RU,1684857835
426,boquim,-11.1469,-37.6206,25.76,86,66,4.35,BR,1684857835
427,nar'yan-mar,67.6713,53.087,19.89,40,6,2.86,RU,1684857835
428,sparti,37.0733,22.4297,19.97,75,91,0.73,GR,1684857836
429,selfoss,63.9331,-20.9971,5.58,73,88,16.91,IS,1684857836
430,och'amch'ire,42.7123,41.4686,19.64,84,35,3.3,GE,1684857836
431,port-cartier,50.0334,-66.8654,10.12,48,62,4.53,CA,1684857837
432,fort st. john,56.2499,-120.8529,6.94,93,100,5.14,CA,1684857837
433,lycksele,64.5954,18.6735,15.93,72,40,2.06,SE,1684857641
434,baciu,46.8,23.5167,24.46,29,0,1.03,RO,1684857838
435,vanimo,-2.6741,141.3028,26.39,87,88,1.17,PG,1684857838
436,bukama,-9.2,25.85,28.78,44,64,0.33,CD,1684857838
437,labrador city,52.9463,-66.9114,10.95,30,40,8.23,CA,1684857610
438,bowen,-20.0167,148.2333,19.1,84,76,5.14,AU,1684857844
439,newman,37.3138,-121.0208,20.13,59,50,4.92,US,1684857844
440,billings,45.7833,-108.5007,20.72,55,76,4.47,US,1684857712
441,beli,7.8587,10.9719,36.31,40,83,1.4,NG,1684857845
442,atbasar,51.8,68.3333,18.1,39,59,3.47,KZ,1684857846
443,nev'yansk,57.4953,60.2112,19.22,42,82,0.7,RU,1684857846
444,kakonko,-3.2828,30.9642,22.32,73,80,1.1,TZ,1684857846
445,nyaunglebin,17.95,96.7333,27.01,86,85,2.42,MM,1684857847
446,fisterra,42.9049,-9.2629,26.53,69,8,11.61,ES,1684857847
447,birao,10.2849,22.7882,39.55,16,64,0.78,CF,1684857848
448,bayji,34.9311,43.487,33.05,18,97,10.63,IQ,1684857848
449,mugia,43.1041,-9.2179,26.62,78,14,12.28,ES,1684857848
450,mwanza,-2.5167,32.9,27.03,65,20,2.06,TZ,1684857619
451,labytnangi,66.6572,66.4183,12.46,44,7,4.17,RU,1684857849
452,belozersk,60.0326,37.7957,15.38,69,100,6.43,RU,1684857850
453,miyako,39.6367,141.9525,9.36,91,100,4.85,JP,1684857850
454,kristiansund,63.1115,7.732,13.03,62,20,3.09,NO,1684857727
455,kolonia town,6.964,158.206,24.0,100,75,0.0,FM,1684857851
456,tavda,58.0425,65.2726,18.8,42,9,1.25,RU,1684857851
457,nguigmi,14.2495,13.1092,39.05,23,87,2.03,NE,1684857852
458,happy valley-goose bay,53.3168,-60.3315,13.17,30,75,11.83,CA,1684857852
459,coahuayana de hidalgo,18.7,-103.6583,31.33,51,98,1.71,MX,1684857853
460,quepos,9.4236,-84.1652,29.47,68,99,1.53,CR,1684857853
461,krasnyy yar,46.5331,48.3456,24.98,47,59,4.8,RU,1684857854
462,sayula de aleman,17.8667,-94.95,28.59,43,7,0.73,MX,1684857854
463,cestos city,5.46,-9.5828,29.17,71,99,2.62,LR,1684857855
464,laguna de perlas,12.3429,-83.6712,30.05,68,100,2.55,NI,1684857855
465,razam,18.4667,83.6667,30.14,74,43,3.98,IN,1684857856
466,portland,45.5234,-122.6762,13.23,75,75,2.06,US,1684857575
467,princeville,45.7668,-61.2985,13.67,55,0,5.66,CA,1684857671
468,taulaga,-11.0553,-171.0883,27.84,72,96,3.93,AS,1684857858
469,lata,40.1629,-8.3327,25.6,55,83,1.47,PT,1684857858
470,hermiston,45.8404,-119.2895,17.06,55,6,1.34,US,1684857610
471,kingston,17.997,-76.7936,32.36,72,20,3.09,JM,1684857643
472,kasulu,-4.5767,30.1025,21.46,72,33,1.33,TZ,1684857860
473,kapoeta,4.7717,33.5903,29.8,45,41,2.65,SS,1684857860
474,manta,-0.95,-80.7333,27.88,74,75,2.06,EC,1684857860
475,boa vista,2.8197,-60.6733,26.99,78,75,3.6,BR,1684857861
476,sinan,34.8262,126.1086,14.06,75,57,3.59,KR,1684857861
477,onguday,50.75,86.15,7.18,88,37,0.94,RU,1684857862
478,hami,42.8,93.45,19.75,17,20,5.99,CN,1684857862
479,saldanha,-33.0117,17.9442,17.03,80,51,2.45,ZA,1684857862
480,bafq,31.6128,55.4107,31.4,16,25,2.48,IR,1684857863
481,sao tome,0.3365,6.7273,26.79,81,67,2.71,ST,1684857864
482,saint-philippe,-21.3585,55.7679,23.77,79,95,1.23,RE,1684857865
483,shingu,33.7333,135.9833,12.64,76,0,2.77,JP,1684857865
484,anna regina,7.2644,-58.5077,28.68,66,92,3.09,GY,1684857865
485,feijo,-8.1642,-70.3536,29.64,80,88,1.18,BR,1684857866
486,yelovo,57.0538,54.9207,20.11,49,79,1.12,RU,1684857866
487,tayu,-6.5397,111.0518,26.04,80,11,3.15,ID,1684857867
488,las lomitas,-24.7096,-60.593,29.03,57,63,4.04,AR,1684857867
489,korla,41.7597,86.1469,20.28,24,65,5.31,CN,1684857868
490,abdulino,53.7,53.6667,19.69,53,43,2.93,RU,1684857868
491,novokhopersk,51.0969,41.6252,17.04,83,76,3.0,RU,1684857868
492,argo,37.6333,22.7333,23.21,47,62,3.17,GR,1684857869
493,kletskaya,49.3145,43.0584,20.06,71,44,3.46,RU,1684857871
494,sept-iles,50.2001,-66.3821,10.29,65,75,6.69,CA,1684857610
495,harrisburg,40.2737,-76.8844,23.37,58,0,3.13,US,1684857860
496,tsumeb,-19.2333,17.7167,26.61,16,0,2.74,NA,1684857872
497,praia,14.9215,-23.5087,27.3,57,75,9.77,CV,1684857872
498,khonsa,27.0167,95.5667,19.26,85,73,1.8,IN,1684857872
499,jiuquan,39.7432,98.5174,16.41,29,100,8.56,CN,1684857873
500,mantua,45.1667,10.7833,29.58,43,17,0.45,IT,1684857591
501,oodweyne,9.4092,45.064,25.12,63,100,3.29,SO,1684857874
502,orange walk,17.8333,-88.8333,34.59,42,49,1.44,BZ,1684857780
503,grand-bassam,5.2118,-3.7388,30.98,78,96,2.78,CI,1684857875
504,sunrise manor,36.2111,-115.0731,30.05,26,0,4.63,US,1684857875
505,vila velha,-20.3297,-40.2925,22.97,93,75,5.66,BR,1684857816
506,cannonvale,-20.2833,148.7,20.66,74,67,6.78,AU,1684857876
507,barcelos,41.5388,-8.6151,27.73,55,89,2.75,PT,1684857848
508,zheleznogorsk-ilimskiy,56.5768,104.1217,6.38,78,99,3.29,RU,1684857876
509,kirakira,-10.4544,161.9205,25.92,86,100,2.81,SB,1684857877
510,bomadi,5.1593,5.9252,28.92,81,94,2.54,NG,1684857877
511,masterton,-40.9597,175.6575,6.8,93,0,1.12,NZ,1684857878
512,abomsa,9.9833,39.9833,26.03,47,21,2.41,ET,1684857878
513,siklos,45.855,18.2975,26.34,50,0,2.57,HU,1684857879
514,shantobe,52.4581,68.1839,17.03,44,51,2.85,KZ,1684857879
515,taoudenni,22.6783,-3.9836,36.21,14,100,7.27,ML,1684857879
516,kaduy,59.2,37.15,17.18,66,100,4.3,RU,1684857880
517,sena madureira,-9.0656,-68.6569,29.7,80,42,1.03,BR,1684857880
518,heroica caborca,30.7167,-112.15,29.37,13,1,4.3,MX,1684857655
519,morondava,-20.2833,44.2833,24.57,72,3,5.94,MG,1684857881
520,chui,-33.6971,-53.4616,20.86,71,100,3.24,UY,1684857881
521,baishishan,43.5833,127.5667,10.61,57,0,1.72,CN,1684857881
522,takeo,10.9167,104.8333,28.45,71,95,3.24,KH,1684857882
523,sarakhs,36.5449,61.1577,34.1,15,42,5.72,IR,1684857882
524,spasskoye,44.6108,132.7969,10.75,78,1,3.98,RU,1684857882
525,tokar,18.4254,37.729,32.02,51,13,5.66,SD,1684857882
526,zheleznodorozhnyy,55.7503,38.0042,18.75,93,100,2.03,RU,1684857883
527,nouadhibou,20.931,-17.0347,22.99,60,0,8.23,MR,1684857883
528,carnarvon,-24.8667,113.6333,21.56,65,100,3.48,AU,1684857883
529,remire-montjoly,4.9167,-52.2667,31.02,66,75,4.12,GF,1684857884
530,peace river,56.2501,-117.286,7.17,100,100,6.69,CA,1684857810
531,vrangel',42.7297,133.0839,9.08,88,4,2.14,RU,1684857884
532,gadzhiyevo,69.2551,33.3362,18.14,50,100,8.4,RU,1684857884
533,libertad,8.9442,125.5019,24.94,91,100,0.45,PH,1684857885
534,maues,-3.3836,-57.7186,31.26,62,71,2.22,BR,1684857885
535,kailua-kona,19.6406,-155.9956,22.98,90,75,2.06,US,1684857885
536,pangai,-19.8,-174.35,24.02,67,1,0.53,TO,1684857886
537,les anglais,18.3054,-74.2197,28.86,69,12,2.77,HT,1684857886
538,wuhai,39.6647,106.8122,18.29,26,63,4.55,CN,1684857891
539,plastun,44.7561,136.2939,7.99,80,7,1.68,RU,1684857892
540,pueblo west,38.35,-104.7227,21.98,57,22,3.13,US,1684857892
541,indramayu,-6.3264,108.32,26.88,78,28,3.78,ID,1684857892
542,cotonou,6.3654,2.4183,30.99,74,40,5.66,BJ,1684857892
543,kralendijk,12.15,-68.2667,30.99,66,20,5.66,BQ,1684857688
544,holualoa,19.6228,-155.9522,20.91,91,75,2.06,US,1684857856
545,algona,43.07,-94.233,25.09,43,0,3.09,US,1684857893
546,namibe,-15.1961,12.1522,23.27,70,100,4.87,AO,1684857893
547,jinchang,38.4953,102.1739,16.52,45,71,5.74,CN,1684857894
548,beyneu,45.3167,55.2,24.46,41,5,8.74,KZ,1684857894
549,penzance,50.1186,-5.5371,16.38,77,20,7.72,GB,1684857894
550,churapcha,62.0025,132.4325,0.64,82,72,0.5,RU,1684857894
551,ar rutbah,33.0381,40.2848,26.73,30,95,14.15,IQ,1684857895
552,grafenau,48.8577,13.3974,20.89,76,47,0.89,DE,1684857895
553,griffith,41.5284,-87.4237,27.95,44,0,0.89,US,1684857895
554,saudarkrokur,65.7461,-19.6394,6.36,69,43,16.86,IS,1684857896
555,sasebo,33.1592,129.7228,16.67,86,0,1.95,JP,1684857606
556,bonthe,7.5264,-12.505,29.76,66,100,2.34,SL,1684857896
557,iquique,-20.2208,-70.1431,19.02,77,2,3.9,CL,1684857641
558,lompoc,34.6391,-120.4579,13.08,76,100,3.6,US,1684857705
559,pisco,-13.7,-76.2167,24.03,60,100,1.54,PE,1684857897
560,quzhou,28.9594,118.8686,18.85,66,100,2.67,CN,1684857635
561,san felipe,10.3399,-68.7425,33.9,41,26,2.09,VE,1684857897
562,hilo,19.7297,-155.09,21.82,96,0,2.68,US,1684857609
563,wellington,-41.2866,174.7756,10.87,97,17,1.03,NZ,1684857379
